Job Title Clean	Job Title Entities	Pros Clean	Pros Entities	Cons Clean	Cons Entities	Cleaned Status	Cleaned Rating	Time	Employment_Type	Role_Type	Duration	Company_Name	combined_text	similarity	x	y	Rating_scaled	Role_Type_contractor	Role_Type_employee	Role_Type_freelancer	Role_Type_internship	Role_Type_temporary	hybrid_similarity	relevance_score	relevant	adjusted_score
sr hr advisor	{'NER': [('sr hr', 'ORG')], 'ROLES': ['sr hr advisor', 'hr', 'hr advisor', 'advisor']}	benefit good helpful	{'NER': [], 'ROLES': ['good']}	work environment toxic nerveracking	{'NER': [], 'ROLES': []}	Current Employee, More Than 3 Years	3.0	2024-12-04	Current	employee	>3 year	MicroSoft	sr hr advisor benefit good helpful work environment toxic nerveracking employee	0.18920988	-6.1510262	-43.61565	0.5	0.0	1.0	0.0	0.0	0.0	0.13379157195780836	0.0	0	0.34093273
watson embed leader	{'NER': [('watson', 'PERSON')], 'ROLES': ['watson embed leader']}	work cut edge technology daily basis creative agile determine new use case artificial intelligence real world client internal ibm team collaborate order create good use cognitive	{'NER': [('daily', 'DATE'), ('ibm', 'ORG')], 'ROLES': ['technology', 'creative']}	watson apply industry different way goal metric constantly change flexible motivated learn new skill fast pace market	{'NER': [('watson', 'PERSON')], 'ROLES': ['many', 'constantly changing']}	Current Employee, More Than 3 Years	5.0	2018-02-08	Current	employee	>3 year	IBM	watson embed leader work cut edge technology daily basis creative agile determine new use case artificial intelligence real world client internal ibm team collaborate order create good use cognitive watson apply industry different way goal metric constantly change flexible motivated learn new skill fast pace market employee	0.20106393	-46.41909	-13.827209	1.0	0.0	1.0	0.0	0.0	0.0	0.14217365265548013	0.5	0	0.34091657
software quality engineer ii	{'NER': [], 'ROLES': ['software', 'software quality engineer', 'software quality engineer ii', 'quality', 'quality engineer', 'engineer', 'engineer ii']}	company good nature	{'NER': [], 'ROLES': ['good', 'many']}	think con	{'NER': [], 'ROLES': []}	Current Employee	5.0	2024-09-02	Current	employee	default	MicroSoft	software quality engineer ii company good nature think con employee	0.18918422	7.267763	43.908573	1.0	0.0	1.0	0.0	0.0	0.0	0.1337734443874871	0.5	0	0.34088647
senior customer experience manager	{'NER': [], 'ROLES': ['senior customer experience manager', 'customer', 'customer experience', 'customer experience manager', 'experience manager', 'manager']}	true team focus work environment	{'NER': [], 'ROLES': []}	recent elt attrition play term inevitable restructuring	{'NER': [], 'ROLES': []}	Current Employee, More Than 10 Years	5.0	2024-09-05	Current	employee	default	Cisco	senior customer experience manager true team focus work environment recent elt attrition play term inevitable restructuring employee	0.19604275	-12.0170965	-17.913681	1.0	0.0	1.0	0.0	0.0	0.0	0.1386231504530937	0.5	0	0.34088296
delivery project executive dpe	{'NER': [('dpe', 'ORG')], 'ROLES': ['delivery', 'delivery project executive', 'delivery project executive (dpe)', 'project', 'project executive', 'executive', 'dpe']}	great people work	{'NER': [], 'ROLES': ['great']}	salary raise non existent	{'NER': [], 'ROLES': []}	Former Employee	4.0	2024-11-25	Former	employee	default	IBM	delivery project executive dpe great people work salary raise non existent employee	0.20104146	15.493625	-13.386079	0.75	0.0	1.0	0.0	0.0	0.0	0.14215777470424634	0.5	0	0.34087846
revenue manager	{'NER': [], 'ROLES': ['revenue manager', 'manager']}	great benefit salary culture	{'NER': [], 'ROLES': ['great']}	great work life balance	{'NER': [], 'ROLES': ['great']}	Current Employee	4.0	2021-11-04	Current	employee	default	Google	revenue manager great benefit salary culture great work life balance employee	0.20604621	17.610373	-18.341997	0.75	0.0	1.0	0.0	0.0	0.0	0.14569666687882699	1.5	1	0.3408469
partner account manager	{'NER': [], 'ROLES': ['partner', 'partner account manager', 'account manager', 'manager']}	microsoft amazing benefit smart people culture improve	{'NER': [('microsoft', 'ORG')], 'ROLES': ['microsoft']}	massive organization frequently create rule process apply low common denominator try craft rule caliber team member	{'NER': [], 'ROLES': []}	Former Employee, More Than 1 Year	4.0	2025-01-07	Former	employee	1 - 3 year	MicroSoft	partner account manager microsoft amazing benefit smart people culture improve massive organization frequently create rule process apply low common denominator try craft rule caliber team member employee	0.18915659	-41.69409	-0.34514576	0.75	0.0	1.0	0.0	0.0	0.0	0.13375389619913602	0.5	0	0.3408367
practitioner crm operation	{'NER': [], 'ROLES': ['practitioner', 'practitioner---crm operations', 'crm', 'operations']}	excellent training session support floor	{'NER': [], 'ROLES': ['training', 'support']}	transport delay meal break hrs shift domestic process	{'NER': [('one', 'CARDINAL'), ('10 hrs', 'TIME')], 'ROLES': []}	Former Employee, Less Than 1 Year	4.0	2012-08-30	Former	employee	<1 year	IBM	practitioner crm operation excellent training session support floor transport delay meal break hrs shift domestic process employee	0.20101306	2.5130508	9.494582	0.75	0.0	1.0	0.0	0.0	0.0	0.14213767038454123	0.5	0	0.3408303
package application specialist	{'NER': [], 'ROLES': ['package applications specialist', 'applications specialist', 'specialist']}	good work culture flexible work home	{'NER': [], 'ROLES': ['good']}	salary increment way bonus variable pay	{'NER': [], 'ROLES': []}	Current Employee, More Than 3 Years	3.0	2021-01-30	Current	employee	>3 year	IBM	package application specialist good work culture flexible work home salary increment way bonus variable pay employee	0.20100853	46.23748	-23.809122	0.5	0.0	1.0	0.0	0.0	0.0	0.14213446555737902	1.0	0	0.3408226
partner success manager	{'NER': [], 'ROLES': ['partner', 'partner success manager', 'manager']}	diverse environment great sense team	{'NER': [], 'ROLES': ['great']}	professionalism suffer come mindset	{'NER': [], 'ROLES': []}	Former Employee, More Than 1 Year	4.0	2020-08-13	Former	employee	1 - 3 year	MicroSoft	partner success manager diverse environment great sense team professionalism suffer come mindset employee	0.18914574	-5.424812	-33.79123	0.75	0.0	1.0	0.0	0.0	0.0	0.13374621680398538	0.5	0	0.34081715
architect	{'NER': [], 'ROLES': ['it', 'it architect', 'architect']}	cisco fair redundancy package	{'NER': [('cisco', 'ORG')], 'ROLES': []}	poor work life balance people work usa	{'NER': [('usa', 'GPE')], 'ROLES': []}	Former Employee, More Than 10 Years	3.0	2024-09-28	Former	employee	default	Cisco	architect cisco fair redundancy package poor work life balance people work usa employee	0.1960019	-44.60236	20.09049	0.5	0.0	1.0	0.0	0.0	0.0	0.13859427250691542	0.0	0	0.34081194
talent sourcer	{'NER': [], 'ROLES': ['talent', 'talent sourcer', 'sourcer']}	company culture benefit pay team dynamic work life balance	{'NER': [], 'ROLES': []}	technology system outdated hard optimize	{'NER': [], 'ROLES': ['systems']}	Former Employee, More Than 1 Year	5.0	2024-07-30	Former	employee	1 - 3 year	MicroSoft	talent sourcer company culture benefit pay team dynamic work life balance technology system outdated hard optimize employee	0.18914232	-20.985037	-28.193676	1.0	0.0	1.0	0.0	0.0	0.0	0.13374379235949768	1.5	1	0.34081098
advisory	{'NER': [], 'ROLES': ['it', 'it advisory', 'advisory']}	good worklife balance great culture good management	{'NER': [], 'ROLES': ['good', 'great', 'good', 'management']}	limited resource available training	{'NER': [], 'ROLES': ['training']}	Former Employee, More Than 10 Years	4.0	2015-01-12	Former	employee	default	IBM	advisory good worklife balance great culture good management limited resource available training employee	0.2009697	0.07690428	-15.606334	0.75	0.0	1.0	0.0	0.0	0.0	0.14210701761915517	0.5	0	0.34075677
project leader	{'NER': [], 'ROLES': ['project', 'project leader']}	equipped diversify colleague great benefit	{'NER': [], 'ROLES': ['great']}	high target high work hour	{'NER': [], 'ROLES': []}	Former Employee, Less Than 1 Year	4.0	2016-05-17	Former	employee	<1 year	MicroSoft	project leader equipped diversify colleague great benefit high target high work hour employee	0.18904768	0.38298476	-5.5627465	0.75	0.0	1.0	0.0	0.0	0.0	0.13367687885206142	0.5	0	0.34064046
manager information technology	{'NER': [], 'ROLES': ['manager', 'manager, information technology', 'information technology', 'technology']}	good people orient company	{'NER': [], 'ROLES': ['good']}	frequent org change year	{'NER': [], 'ROLES': []}	Current Employee, More Than 3 Years	3.0	2021-05-12	Current	employee	>3 year	Cisco	manager information technology good people orient company frequent org change year employee	0.19590321	25.098692	-50.48566	0.5	0.0	1.0	0.0	0.0	0.0	0.1385245083965785	0.0	0	0.34064034
lead database administrator	{'NER': [], 'ROLES': ['lead', 'lead database administrator', 'database', 'database administrator', 'administrator']}	low salary compare company	{'NER': [], 'ROLES': []}	employee friendly environment compare company	{'NER': [], 'ROLES': ['employee']}	Former Employee, More Than 1 Year	5.0	2020-03-20	Former	employee	1 - 3 year	IBM	lead database administrator low salary compare company employee friendly environment compare company employee	0.20090055	0.29746255	10.0071745	1.0	0.0	1.0	0.0	0.0	0.0	0.14205812121535324	1.5	1	0.34063953
techical lead	{'NER': [], 'ROLES': ['techical lead', 'lead']}	good career growth	{'NER': [], 'ROLES': ['good']}	downside	{'NER': [], 'ROLES': []}	Former Employee	4.0	2023-11-27	Former	employee	default	IBM	techical lead good career growth downside employee	0.20089649	22.112999	-42.879547	0.75	0.0	1.0	0.0	0.0	0.0	0.14205525818814563	0.5	0	0.34063265
studnet	{'NER': [], 'ROLES': ['studnet']}	good company age work culture	{'NER': [], 'ROLES': ['good']}	try look interview question dawg	{'NER': [], 'ROLES': ['am']}	Former Employee	5.0	2020-10-14	Former	employee	default	IBM	studnet good company age work culture try look interview question dawg employee	0.20089525	-1.8871934	4.057807	1.0	0.0	1.0	0.0	0.0	0.0	0.1420543733955726	0.5	0	0.34063056
cad engineer	{'NER': [], 'ROLES': ['cad engineer', 'engineer']}	good place work learn	{'NER': [], 'ROLES': ['best place to work']}	layoff threat	{'NER': [], 'ROLES': []}	Current Employee, More Than 10 Years	5.0	2024-10-17	Current	employee	default	Cisco	cad engineer good place work learn layoff threat employee	0.19589686	-21.392056	-55.331326	1.0	0.0	1.0	0.0	0.0	0.0	0.13851997988781997	0.5	0	0.3406293
principal engineer	{'NER': [], 'ROLES': ['principal', 'principal engineer', 'engineer']}	google pay good	{'NER': [('google', 'ORG')], 'ROLES': ['good']}	pay need decrease	{'NER': [], 'ROLES': []}	Current Employee	4.0	2024-12-12	Current	employee	default	Google	principal engineer google pay good pay need decrease employee	0.20591031	51.80021	23.74643	0.75	0.0	1.0	0.0	0.0	0.0	0.1456005599351774	1.5	1	0.34062207
principal software engineering lead	{'NER': [], 'ROLES': ['principal', 'principal software engineering lead', 'software', 'software engineering', 'software engineering lead', 'engineering', 'engineering lead', 'lead']}	faanglevel pay quality visibility project work life balance great	{'NER': [], 'ROLES': ['quality', 'projects', 'great']}	management replace tech visionary bean counter engineer spend ton time pointless meeting layer bureaucracy prevent thing getting recent layoff negatively affect morale lot likely come	{'NER': [('a ton', 'QUANTITY')], 'ROLES': ['management', 'tech', 'it']}	Current Employee, More Than 10 Years	3.0	2025-06-14	Current	employee	default	MicroSoft	principal software engineering lead faanglevel pay quality visibility project work life balance great management replace tech visionary bean counter engineer spend ton time pointless meeting layer bureaucracy prevent thing getting recent layoff negatively affect morale lot likely come employee	0.18902476	-22.368977	33.620174	0.5	0.0	1.0	0.0	0.0	0.0	0.13366067676942434	1.0	0	0.34059915
t l	{'NER': [], 'ROLES': ['t l']}	good atmosphere good policy employee	{'NER': [], 'ROLES': ['good', 'good', 'policy']}	feel	{'NER': [], 'ROLES': []}	Current Employee	5.0	2022-02-28	Current	employee	default	IBM	t l good atmosphere good policy employee feel employee	0.20087576	33.474472	13.3722315	1.0	0.0	1.0	0.0	0.0	0.0	0.142040609965485	0.5	0	0.3405975
multilingual customer satisfaction analyst	{'NER': [], 'ROLES': ['multilingual customer satisfaction analyst', 'customer', 'analyst']}	flexibility work home policy diversity employee	{'NER': [], 'ROLES': ['policy', 'diversity']}	low salary difficult indefinite contract	{'NER': [], 'ROLES': ['contracts']}	Former Employee, More Than 5 Years	4.0	2019-03-07	Former	employee	default	IBM	multilingual customer satisfaction analyst flexibility work home policy diversity employee low salary difficult indefinite contract employee	0.2008712	-54.876858	-0.1374029	0.75	0.0	1.0	0.0	0.0	0.0	0.14203738278832778	1.5	1	0.34058976
good flow co worker	{'NER': [], 'ROLES': ['goods flow co-worker']}	good culture environment company	{'NER': [], 'ROLES': ['good', 'good culture']}	package bad provide lpa	{'NER': [('4.5', 'CARDINAL'), ('lpa', 'ORG')], 'ROLES': []}	Current Employee, More Than 1 Year	5.0	2024-09-03	Current	employee	1 - 3 year	IBM	good flow co worker good culture environment company package bad provide lpa employee	0.20084989	-3.533664	-19.15575	1.0	0.0	1.0	0.0	0.0	0.0	0.14202231537977142	0.5	0	0.34055364
manufacture analyst	{'NER': [], 'ROLES': ['manufacturing analyst', 'analyst']}	good easy	{'NER': [], 'ROLES': ['good']}	bad review	{'NER': [], 'ROLES': []}	Current Employee	3.0	2020-09-04	Current	employee	default	IBM	manufacture analyst good easy bad review employee	0.20084709	56.57509	20.67323	0.5	0.0	1.0	0.0	0.0	0.0	0.1420203213878804	0.0	0	0.3405489
package solution sap bi	{'NER': [], 'ROLES': ['package solution consultant- sap bi', 'solution', 'sap', 'bi']}	bad management career growth bad culture	{'NER': [], 'ROLES': ['management']}	wish share	{'NER': [], 'ROLES': []}	Current Employee	3.0	2015-04-23	Current	employee	default	IBM	package solution sap bi bad management career growth bad culture wish share employee	0.20083427	0.12753399	-65.49729	0.5	0.0	1.0	0.0	0.0	0.0	0.1420112686571819	0.0	0	0.34052718
